CellCode,pv_potential,temp,wind_speed,precipitation
5kmE159N110_3,1664.8636666666669,19.98888888888889,4.283482130232558,
5kmE159N111_1,1793.5600000000002,20.5,2.703186883050848,
5kmE159N111_3,1680.469625,19.90625,2.2540849203513518,
5kmE159N111_4,1730.16646875,19.50625,2.3171857661725066,
5kmE159N112_1,1784.768142857143,20.5,2.507973305333333,
5kmE159N112_3,1726.8791875,19.396875,2.0449105063829784,
5kmE159N112_4,1691.461911764706,17.323529411764707,1.875891334,
5kmE159N113_1,1753.5655000000002,20.45,2.0109647733333333,
5kmE159N113_2,1746.051714285714,19.942857142857143,3.310771770833333,
5kmE159N113_3,1702.1664444444443,16.11111111111111,1.6578349902739726,
5kmE159N113_4,1762.3849411764706,16.16470588235294,2.808672139002696,
5kmE159N114_2,1747.0903636363637,19.25454545454545,5.026969109917355,
5kmE160N109_1,1713.0225454545457,20.4,9.007938689655171,
5kmE160N110_1,1629.6770625,18.3875,6.570335794736842,
5kmE160N110_2,1605.42209375,14.434375,3.367157512328767,
5kmE160N110_3,1622.8056,20.22,7.345006739130435,
5kmE160N110_4,1585.9156,17.636666666666667,4.652170361280488,
5kmE160N111_1,1621.1344242424243,13.89090909090909,3.043571553178082,
5kmE160N111_2,1638.40878125,15.31875,2.802973652328767,
5kmE160N111_3,1520.1274705882354,14.388235294117647,3.025431744594595,
5kmE160N111_4,1471.8715588235295,14.479411764705883,2.345207596081081,
5kmE160N112_1,1666.16771875,15.9375,2.680926833018868,
5kmE160N112_2,1594.65865625,15.009375,2.427548435795148,
5kmE160N112_3,1525.9824117647058,13.95,3.110239411024259,
5kmE160N112_4,1606.2728235294117,13.129411764705882,3.975627442064343,
5kmE160N113_1,1781.8147142857142,11.997142857142856,3.408517666253369,
5kmE160N113_2,1758.553125,14.121875,2.903322169810298,
5kmE160N113_3,1724.1625882352942,11.694117647058825,4.711283467835616,
5kmE160N113_4,1590.5671764705885,14.655882352941177,3.0969912003825137,
5kmE160N114_1,1683.791,17.990625,5.453038277252747,
5kmE160N114_2,1703.1085714285714,20.3,7.263686531168831,
5kmE160N114_3,1582.3571935483872,19.016129032258064,5.198622908988765,
5kmE160N114_4,1663.0874285714287,20.285714285714285,6.4177745533333335,
5kmE161N110_1,1552.4343333333334,19.98333333333333,6.044883041891891,
5kmE161N111_1,1457.0691904761904,18.97142857142857,4.029624444939271,
5kmE161N111_2,1416.0462307692308,18.47692307692308,2.816090404123712,
5kmE161N112_1,1434.90740625,17.234375,2.631689155397261,
5kmE161N112_2,1534.33534375,13.446875,3.035290887688172,
5kmE161N112_3,1468.4767647058825,19.12941176470588,3.69831559180791,
5kmE161N112_4,1414.754548387097,17.429032258064517,3.1650703669187674,
5kmE161N113_1,1467.1649393939394,13.790909090909093,2.902674792600536,
5kmE161N113_2,1461.0405,16.605555555555554,3.319594700485176,
5kmE161N113_3,1383.6692799999998,18.232,2.252970254285714,
5kmE161N113_4,1451.5239444444444,18.6,2.9174864788177337,
5kmE161N114_1,1551.0463333333332,20.113333333333337,4.444253099435028,
5kmE161N114_2,1539.772333333333,20.1,4.107767016666667,
5kmE162N104_1,1871.9065,20.5,7.869768024137931,
5kmE163N102_1,1874.554,20.5,3.5752229046511625,
5kmE163N103_1,1868.1208181818183,20.5,3.409449624096385,
5kmE163N103_2,1876.167333333333,20.5,3.3041871466666666,
5kmE163N103_3,1860.69765625,20.50625,3.3786480492581603,
5kmE163N103_4,1808.6405151515155,20.17272727272728,3.0103509359459464,
5kmE163N104_1,1850.9044,20.48,6.160700714285714,
5kmE163N104_2,1852.7130322580645,20.5,4.509340432571428,
5kmE163N104_3,1765.88096875,18.6125,3.777835278571428,
5kmE163N104_4,1731.3093,17.773333333333333,5.686499263905326,
5kmE163N105_1,1723.749210526316,19.70526315789473,6.026512151063829,
5kmE163N105_2,1736.216,20.4,6.881686457142857,
5kmE164N102_1,1860.3901764705884,20.55294117647059,3.9104512113989633,
5kmE164N102_2,1854.7395714285717,20.6,4.733846152830189,
5kmE164N103_1,1819.995125,20.2625,3.477156508219178,
5kmE164N103_2,1761.7833529411764,17.40294117647059,3.8417072543715847,
5kmE164N103_3,1790.1028620689656,20.06896551724138,4.760902124382715,
5kmE164N103_4,1688.8220857142858,17.18857142857143,5.41848754076087,
5kmE164N104_1,1698.315794117647,15.40294117647059,4.383950759189189,
5kmE164N104_2,1602.7833939393938,15.709090909090907,4.254545836829268,
5kmE164N104_3,1531.3321176470588,15.341176470588236,4.4605762894822885,
5kmE164N104_4,1424.33803125,16.08125,2.780800661890411,
5kmE164N105_1,1573.46278125,17.55625,5.274021338630137,
5kmE164N105_2,1649.9907857142855,20.37142857142857,5.879482242567567,
5kmE164N105_3,1480.799068965517,18.78275862068965,3.344917102163743,
5kmE164N105_4,1617.205333333333,20.4,4.3842949380281695,
5kmE165N103_1,1787.9717333333333,20.206666666666667,5.83549975304878,
5kmE165N103_2,1678.95153125,17.89375,8.151977456986302,
5kmE165N103_3,1810.179,20.65,6.894207306666667,
5kmE165N103_4,1736.4796296296297,20.08888888888889,7.015536093506494,
5kmE165N104_1,1474.9458787878789,17.21818181818182,5.04973090108401,
5kmE165N104_2,1388.0352666666663,18.576666666666664,3.122516912777778,
5kmE165N104_3,1590.515,19.22962962962963,6.912082989726027,
5kmE165N104_4,1390.1415,20.0,3.9307812666666666,
5kmE165N105_1,1464.4437142857143,19.77142857142857,2.632154742465753,
5kmE167N102_1,1871.3585,20.9,3.371012779574468,
5kmE167N103_3,1873.0832222222225,20.90833333333333,3.1219217790960454,
5kmE167N103_4,1878.5237647058825,20.931578947368426,2.9574902825136613,
5kmE167N104_2,1889.804,20.9,6.586230808401084,
5kmE167N104_3,1879.7259090909088,20.954545454545453,3.203803363143632,
5kmE167N104_4,1880.9871379310343,20.92413793103448,4.35626094959128,
5kmE167N105_1,1880.44375,20.8,7.763618067208672,
5kmE167N105_2,1859.189,20.692307692307693,7.683615083923707,
5kmE167N105_3,1871.928393939394,20.83636363636364,6.822246018478261,
5kmE167N105_4,1847.092125,20.721875,7.950118158423913,
5kmE167N106_1,1839.034,20.6,7.228528853333333,
5kmE167N106_2,1822.9018333333331,20.6,7.314698721153846,
5kmE168N101_1,1842.8581176470589,20.811111111111117,3.5765099038575667,
5kmE168N101_2,1828.32,20.8,3.857270760273973,
5kmE168N101_3,1798.97025,20.8,3.6919745737142855,
5kmE168N101_4,1809.094363636364,20.824242424242424,3.1944299322493226,
5kmE168N102_1,1850.6174285714285,20.9,3.315558928882834,
5kmE168N102_2,1850.19684375,20.9,3.027915633333333,
5kmE168N102_3,1804.1357575757577,20.9,2.871685602997275,
5kmE168N102_4,1781.2134545454546,20.89696969696969,2.607249546594005,
5kmE168N103_1,1846.71540625,20.971875,2.810229775068493,
5kmE168N103_2,1842.1438787878787,21.021212121212123,2.689913853532609,
5kmE168N103_3,1764.943212121212,20.7939393939394,2.3807936117486337,
5kmE168N103_4,1738.6115,20.594117647058823,2.0179817570460705,
5kmE168N104_1,1835.1156666666668,21.06969696969697,2.6680488859078597,
5kmE168N104_2,1830.955352941177,21.00294117647059,3.202003647554348,
5kmE168N104_3,1731.0304848484848,20.23333333333333,1.9370865352173912,
5kmE168N104_4,1710.27165625,19.259375,3.2692941569836957,
5kmE168N105_1,1811.1419696969697,20.74242424242424,5.368278846994536,
5kmE168N105_2,1780.833375,20.578125,7.789747667479675,
5kmE168N105_3,1658.9869411764705,17.726470588235294,6.287216724456521,
5kmE168N105_4,1631.0117,19.626666666666665,6.4598554759259255,
5kmE168N106_1,1786.9112222222222,20.61111111111111,7.069195776530613,
5kmE168N106_2,1732.3440999999998,20.630000000000003,6.459880909166667,
5kmE169N101_1,1731.0462307692308,20.75,3.553544341935484,
5kmE169N101_2,1723.3601212121212,20.618181818181817,2.641028637978142,
5kmE169N101_3,1676.8842647058823,20.641176470588235,3.808205097282609,
5kmE169N101_4,1619.7547941176472,19.88235294117647,2.2402795553133514,
5kmE169N102_1,1692.05490625,20.534375,1.9884507904619564,
5kmE169N102_2,1649.369303030303,19.696969696969692,1.7201072285558583,
5kmE169N102_3,1581.06459375,17.84375,2.014887576612022,
5kmE169N102_4,1603.226090909091,15.672727272727274,1.7082504882336955,
5kmE169N103_1,1628.9183529411766,18.21470588235294,1.5563518613279133,
5kmE169N103_2,1633.4865454545454,17.424242424242426,1.3830983759289617,
5kmE169N103_3,1712.2035454545453,13.9,1.733740324359673,
5kmE169N103_4,1783.19609375,13.25625,2.124572957940379,
5kmE169N104_1,1722.6517272727272,15.900000000000002,1.895857405177112,
5kmE169N104_2,1699.10871875,15.40625,3.791287430623306,
5kmE169N104_3,1852.4191176470588,13.058823529411764,3.2771743534059943,
5kmE169N104_4,1664.3368529411764,14.36470588235294,2.771436341416893,
5kmE169N105_1,1497.7075294117649,16.970588235294116,4.262019088378379,
5kmE169N105_2,1537.7524545454546,20.195454545454545,4.261970659574468,
5kmE169N105_3,1449.3473548387096,17.65806451612903,3.075979909631728,
5kmE169N105_4,1486.202,20.5,4.04256519,
5kmE170N100_1,1794.108,20.6,7.749428727586206,
5kmE170N101_1,1693.34465625,20.521875,5.325445067391304,
5kmE170N101_2,1605.09115625,19.325,3.136743389565217,
5kmE170N101_3,1739.43453125,20.403125,6.528319323224044,
5kmE170N101_4,1664.4663636363637,19.04848484848485,4.571479175749318,
5kmE170N102_1,1616.6168055555556,16.24722222222222,2.1633650010655736,
5kmE170N102_2,1767.2565454545454,13.651515151515152,1.918178948888889,
5kmE170N102_3,1651.7157878787878,16.596969696969698,2.7228866081743868,
5kmE170N102_4,1788.861696969697,13.142424242424244,2.388493130054496,
5kmE170N103_1,1939.278212121212,11.390909090909092,3.1295574569482287,
5kmE170N103_2,2049.99990625,10.525,4.386388504347826,
5kmE170N103_3,1983.8276666666668,10.790909090909093,4.023484877235772,
5kmE170N103_4,2110.102970588236,9.223529411764709,5.607190193715846,
5kmE170N104_1,1896.1632647058825,11.376470588235296,4.280572277989131,
5kmE170N104_2,1561.8842352941176,14.926470588235292,1.755400044456522,
5kmE170N104_3,1861.0514375,11.028125,4.041125882432432,
5kmE170N104_4,1521.62015625,15.23125,1.59988776866485,
5kmE170N105_1,1416.3411153846153,18.773076923076925,2.3322013249675324,
5kmE170N105_3,1443.8104375,19.103125,2.9214848282485875,
5kmE170N105_4,1537.4591666666668,20.133333333333336,3.9705396322033897,
5kmE171N100_1,1808.3525,20.6,7.95292624,
5kmE171N101_1,1757.802,20.444000000000003,7.218110462121212,
5kmE171N101_2,1701.985125,19.559375,5.248723017983652,
5kmE171N101_3,1763.427,20.4,7.682531053333333,
5kmE171N101_4,1730.295258064516,19.870967741935484,6.345159582716049,
5kmE171N102_1,1642.38090625,17.765625,3.461913912737128,
5kmE171N102_2,1704.743515151515,14.487878787878788,2.5199904408991824,
5kmE171N102_3,1663.4284375,18.509375,4.557742601362397,
5kmE171N102_4,1649.1480303030305,16.145454545454548,3.0403810818478263,
5kmE171N103_1,1930.5718529411763,11.24705882352941,3.681898166576087,
5kmE171N103_2,2063.017970588236,10.723529411764709,4.357093378532609,
5kmE171N103_3,1835.7133333333331,12.51818181818182,3.231366622615804,
5kmE171N103_4,1981.85796875,10.625,4.46933024375,
5kmE171N104_1,1854.659625,11.896875,2.6025432308446868,
5kmE171N104_2,1436.9619375,15.271875,1.7329007201897018,
5kmE171N104_3,1702.6666470588234,13.038235294117648,1.5661114225815218,
5kmE171N104_4,1384.8297428571427,17.434285714285714,1.1312915457723578,
5kmE171N105_1,1423.013935483871,19.467741935483872,2.947473384480712,
5kmE171N105_2,1532.224,20.1,3.7748074642857135,
5kmE171N105_3,1439.473,19.64375,1.883106418539326,
5kmE172N101_1,1768.8144166666668,19.64166666666667,7.507833153030303,
5kmE172N102_1,1704.8455483870969,19.11290322580645,6.07643185840708,
5kmE172N102_2,1656.4624705882354,17.63235294117647,3.932753841032609,
5kmE172N102_3,1732.746,19.23333333333333,7.294038055172414,
5kmE172N102_4,1681.413125,18.47083333333333,5.855921269064749,
5kmE172N103_1,1702.640666666667,14.493939393939394,2.922109411494565,
5kmE172N103_2,1786.62028125,11.75625,3.541074871662125,
5kmE172N103_3,1630.604941176471,16.423529411764704,3.888775422635869,
5kmE172N103_4,1591.9098529411765,15.717647058823529,1.935360287891892,
5kmE172N104_1,1592.6941176470589,12.888235294117647,2.56173316601626,
5kmE172N104_2,1420.811515151515,17.245454545454546,1.296284473678474,
5kmE172N104_3,1592.68415625,13.43125,2.468960757765668,
5kmE172N104_4,1514.8023636363637,14.8,1.7163254237127372,
5kmE172N105_1,1465.5454444444445,19.27777777777778,1.982047932038835,
5kmE172N105_2,1524.092956521739,18.495652173913044,2.0577292505957447,
5kmE173N102_1,1710.101,18.5,6.573969126666666,
5kmE173N103_1,1685.295260869565,18.22173913043478,4.596406033333333,
5kmE173N103_2,1654.1065757575757,17.996969696969696,2.850885880706522,
5kmE173N103_4,1685.994,18.6,3.610334706666667,
5kmE173N104_1,1609.0480606060607,15.818181818181818,2.5536762342119563,
5kmE173N104_2,1571.2840588235294,13.82941176470588,2.5041933035326087,
5kmE173N104_3,1668.7894137931032,17.589655172413792,3.45522741607717,
5kmE173N104_4,1612.2355757575756,15.16969696969697,3.763625824250681,
5kmE173N105_1,1537.547606060606,16.684848484848487,2.2618675164864865,
5kmE173N105_2,1547.107625,18.7125,2.741003053409091,
5kmE173N105_3,1556.5021176470589,15.991176470588236,2.970382319293478,
5kmE173N105_4,1567.690827586207,18.151724137931037,2.828688577581121,
5kmE174N104_1,1701.4358333333334,18.227777777777774,4.513475374146342,
5kmE174N104_2,1669.55775,16.925,4.580648599728997,
5kmE174N104_3,1702.3083333333334,18.766666666666666,4.667829937037037,
5kmE174N104_4,1672.0590909090909,18.245454545454542,4.66215714498645,
5kmE174N105_1,1596.1645454545455,16.53030303030303,3.880762109214092,
5kmE174N105_2,1525.9206285714286,17.84857142857143,3.265129466847826,
5kmE174N105_3,1543.701454545455,16.893939393939394,4.716802484552846,
5kmE174N105_4,1418.1329696969697,17.227272727272727,4.348391176793478,
5kmE174N106_1,1523.0925,19.35,3.392544535714286,
5kmE174N106_2,1475.88375,19.275,3.5995001377777776,
5kmE175N104_2,1629.1145454545454,18.9,5.619236154042554,
5kmE175N104_3,1603.7697058823528,19.170588235294115,5.599810069109947,
5kmE175N105_1,1473.839,17.324242424242424,5.8556470282608695,
5kmE175N105_2,1361.606375,18.1,4.173115343820225,
5kmE175N105_3,1468.93284375,17.63125,5.768730258648648,
5kmE175N105_4,1379.09275,18.65625,4.427587103726708,
5kmE176N104_1,1585.7694,19.32,5.908225936666667,
5kmE176N105_1,1502.3910322580646,18.30967741935484,5.912293919626168,
5kmE176N105_2,1435.1281666666666,18.791666666666668,5.214961353333333,
5kmE176N95_1,1899.20875,20.8,2.983871969767442,
5kmE176N96_1,1894.506125,20.666666666666668,4.470779554924243,
5kmE176N96_2,1897.1571333333331,20.72,3.197095554375,
5kmE176N97_2,1892.0076206896551,20.6,6.413644847159091,
5kmE176N97_4,1890.16875,20.6,7.960418021468927,
5kmE177N94_2,1883.2776666666664,20.53703703703704,3.676861222801303,
5kmE177N95_1,1889.4715151515152,20.73939393939394,2.8563680190735696,
5kmE177N95_2,1893.060333333333,20.72,3.2409662669491524,
5kmE177N95_3,1879.6208787878788,20.596969696969698,3.154563893150685,
5kmE177N95_4,1854.728515151515,20.6030303030303,2.6683132362397823,
5kmE177N96_1,1878.61775,20.678125,2.615338781693989,
5kmE177N96_2,1859.6166176470588,20.529411764705884,2.7370716610354227,
5kmE177N96_3,1828.873212121212,20.14848484848485,2.2917542222282608,
5kmE177N96_4,1797.087,19.253125,2.494468351890411,
5kmE177N97_1,1839.067,20.21818181818182,3.7421353983606553,
5kmE177N97_2,1821.90355,19.85,5.511570690410959,
5kmE177N97_3,1790.6989696969697,18.324242424242424,3.4936629523160763,
5kmE177N97_4,1786.006090909091,18.16969696969697,4.973504203542235,
5kmE177N98_1,1818.726,19.9,8.098918308474577,
5kmE177N98_2,1822.82571875,19.640625,5.742702332294618,
5kmE177N98_3,1804.262,20.28,7.847348301724138,
5kmE178N94_1,1876.613888888889,20.34,4.478204701694915,
5kmE178N94_2,1870.788363636364,20.345454545454544,3.695279483333333,
5kmE178N94_3,1864.1751666666669,20.216666666666665,5.025258223275862,
5kmE178N94_4,1851.6715666666664,20.15666666666667,3.867875910227272,
5kmE178N95_1,1851.538205882353,20.32058823529412,2.8807924128415303,
5kmE178N95_2,1813.7858125,19.81875,2.2599316119398907,
5kmE178N95_3,1827.0449705882356,19.814705882352943,2.757253680381472,
5kmE178N95_4,1779.1991515151517,18.83636363636364,2.4193261839452056,
5kmE178N96_1,1787.7160588235292,18.58235294117647,2.4150875,
5kmE178N96_2,1750.034484848485,17.963636363636365,2.585601194114441,
5kmE178N96_3,1748.5069696969697,17.681818181818183,2.5544346100273225,
5kmE178N96_4,1760.2768125,16.9125,3.017685250245901,
5kmE178N97_1,1813.6646285714287,17.102857142857143,3.2819495614713894,
5kmE178N97_2,1776.10803125,17.040625,4.31265777193989,
5kmE178N97_3,1862.44403125,15.49375,3.789825653405994,
5kmE178N97_4,1790.562911764706,17.08235294117647,3.792641523875339,
5kmE178N98_1,1823.811382352941,18.29705882352941,4.983736848913043,
5kmE178N98_2,1747.156909090909,19.345454545454547,6.786403155555555,
5kmE178N98_3,1781.8445151515152,16.181818181818183,4.625609711202186,
5kmE178N98_4,1662.63264,18.524,4.812889100711865,
5kmE178N99_1,1700.512625,20.05,5.7735585277777774,
5kmE178N99_2,1683.0716666666667,20.1,6.475421362068965,
5kmE179N94_1,1827.6569259259256,20.08888888888889,4.529198784246575,
5kmE179N94_2,1793.2354444444445,20.05,5.786864396825397,
5kmE179N95_1,1797.87459375,19.63125,2.5275732704918035,
5kmE179N95_2,1735.5462121212122,18.506060606060608,2.698981886775068,
5kmE179N95_3,1772.13596875,19.35625,3.7813816359673034,
5kmE179N95_4,1754.5613939393938,17.10909090909091,3.648861931780822,
5kmE179N96_1,1748.817,16.993939393939392,2.737263599918033,
5kmE179N96_2,1816.613823529412,15.61470588235294,3.2730262775342465,
5kmE179N96_3,1737.0958181818182,16.77878787878788,3.4280114082833784,
5kmE179N96_4,1793.6890882352943,15.61176470588235,3.246059618288044,
5kmE179N97_1,1845.23153125,14.79375,4.124829568392371,
5kmE179N97_2,1810.8873333333331,15.74848484848485,4.481331980327869,
5kmE179N97_3,1799.8523030303031,13.46060606060606,4.177622449043716,
5kmE179N97_4,1733.2293529411766,14.13529411764706,3.7850454938419618,
5kmE179N98_1,1746.9565,15.18125,4.113641750677507,
5kmE179N98_2,1605.2843529411764,17.21470588235294,4.986529900543479,
5kmE179N98_3,1605.5614545454546,14.842424242424244,3.103746035956284,
5kmE179N98_4,1552.8880606060604,16.384848484848487,3.4552886307901907,
5kmE179N99_1,1649.9117575757575,19.309090909090912,4.983356971232877,
5kmE179N99_2,1643.099,19.908,5.786591656610169,
5kmE179N99_3,1555.013212121212,18.75454545454545,4.212384024864865,
5kmE179N99_4,1576.51025,19.6625,4.565210146575343,
5kmE180N95_1,1782.19175,19.603125,5.378400385013625,
5kmE180N95_2,1765.8656470588237,18.53529411764706,4.244190099178082,
5kmE180N95_3,1800.0815806451617,19.60967741935484,7.039550208928572,
5kmE180N95_4,1779.5865757575757,19.2,5.456096042391304,
5kmE180N96_1,1765.53859375,17.190625,4.122413198910081,
5kmE180N96_2,1750.2780606060603,14.824242424242424,4.890124240983607,
5kmE180N96_3,1743.670212121212,17.948484848484846,5.404271347540983,
5kmE180N96_4,1663.57678125,16.3875,5.39410379400545,
5kmE180N97_1,1664.3046176470589,14.423529411764704,3.1040398980109,
5kmE180N97_2,1580.28840625,15.596875,2.0162617818206523,
5kmE180N97_3,1585.5059696969695,16.996969696969696,2.9326723421798366,
5kmE180N97_4,1513.540696969697,17.07272727272727,2.4742469646174863,
5kmE180N98_1,1478.5319696969698,16.145454545454545,2.0569694948767125,
5kmE180N98_2,1451.5256060606062,17.687878787878788,2.363564680027174,
5kmE180N98_3,1451.4390294117643,17.73235294117647,2.1159154914441416,
5kmE180N98_4,1471.5351875,18.66875,2.2095782067567566,
5kmE180N99_1,1475.2143333333331,19.03333333333333,2.972519601923077,
5kmE180N99_2,1483.7186,19.54,2.5119436694915254,
5kmE181N95_1,1787.5699499999998,19.545,8.082076120547946,
5kmE181N95_2,1767.81,19.340625,6.612696382240436,
5kmE181N95_3,1778.402,19.4,8.202616214285715,
5kmE181N95_4,1769.6363333333331,19.4,8.105357743333334,
5kmE181N96_1,1724.9146176470588,18.826470588235296,5.40280839972752,
5kmE181N96_2,1653.863090909091,18.215151515151515,4.763244966847826,
5kmE181N96_3,1716.771052631579,19.178947368421053,6.507096587727273,
5kmE181N96_4,1666.787875,18.89583333333333,4.836303972727273,
5kmE181N97_1,1583.2258787878786,18.26969696969697,3.5579465757493187,
5kmE181N97_2,1517.4035454545456,18.1,3.3680115270491804,
5kmE181N97_3,1602.9825909090907,18.863636363636363,4.471063563855422,
5kmE181N97_4,1546.962588235294,18.97058823529412,3.959065893717278,
5kmE181N98_1,1498.5764848484848,18.55757575757576,2.4531925105405405,
5kmE181N98_2,1503.8195,19.23333333333333,2.861867680996885,
5kmE181N98_3,1541.005652173913,19.03043478260869,2.967730381060606,
5kmE181N98_4,1556.3302058823529,19.208823529411767,3.317883220980926,
5kmE181N99_1,1549.463533333333,19.526666666666664,3.4028578351351357,
5kmE181N99_2,1570.5114347826086,19.369565217391305,3.7734305413533833,
5kmE182N97_1,1612.2657142857145,19.05,4.829725419178082,
5kmE182N98_1,1601.46146875,19.1,4.5726910383152175,
5kmE182N98_2,1598.8088,19.12,4.356648165588235,
5kmE182N99_1,1599.2471875,19.2125,4.314031676136364,
5kmE190N94_1,1798.2475000000002,19.9,6.45491133,
5kmE190N94_2,1791.8306470588234,19.811764705882357,6.073543633333333,
5kmE190N95_1,1793.5970000000002,19.9,6.422241287719299,
5kmE190N95_2,1771.421888888889,19.716666666666665,6.96140797004831,
5kmE191N94_1,1732.9784242424244,19.318181818181817,7.016486565122616,
5kmE191N94_2,1782.8460000000002,19.966666666666665,6.1228364229729735,
5kmE191N94_3,1781.263416666667,19.7375,6.167788782575757,
5kmE191N94_4,1684.079212121212,18.82121212121212,6.946261075476839,
5kmE191N95_1,1711.9788571428574,19.714285714285715,5.767460575342466,
5kmE191N95_2,1638.9763636363634,19.954545454545453,5.238500813461538,
5kmE192N94_1,1787.6604347826087,19.98695652173913,6.389154422348485,
5kmE192N94_2,1715.2692424242423,19.25454545454545,6.3948973237704925,
5kmE192N94_3,1789.4813333333332,20.1,6.429673176744186,
5kmE192N94_4,1765.718121212121,19.92727272727273,5.875250328977273,
5kmE192N95_1,1675.7912666666666,19.566666666666663,5.968653624431818,
5kmE192N95_2,1754.15225,19.692857142857143,6.12666490967742,
5kmE192N96_2,1803.1173333333331,20.133333333333336,6.472206420547945,
5kmE192N96_4,1802.8218571428567,20.1,6.52346064607046,
5kmE193N94_1,1779.634875,20.2125,5.91458576779661,
5kmE193N94_2,1786.49,20.3,5.624554660526316,
5kmE193N95_1,1778.734212121212,20.009090909090908,5.625799659349594,
5kmE193N95_2,1780.8679166666668,20.116666666666667,6.131362558974359,
5kmE193N95_3,1791.08334375,19.96875,5.553460324657534,
5kmE193N95_4,1802.519909090909,19.715151515151515,6.13457419701087,
5kmE193N96_1,1805.8720833333332,20.23333333333333,6.693625393560606,
5kmE193N96_2,1803.25388,20.17692307692308,6.631911697269624,
5kmE193N96_3,1806.6679032258064,19.79032258064516,6.389212878248588,
5kmE193N96_4,1782.2461904761903,19.96666666666667,6.449616075225226,
5kmE194N94_1,1779.028285714286,20.3,5.575947041573034,
5kmE194N94_2,1773.1764615384616,20.384615384615383,5.564449082993198,
5kmE194N95_1,1795.6012352941175,20.079411764705885,5.431986453551913,
5kmE194N95_2,1806.5908823529408,19.561764705882357,6.07266729245283,
5kmE194N95_3,1784.361,19.985714285714284,5.713937587499999,
5kmE194N95_4,1811.2968787878788,19.90909090909091,5.737374349593496,
5kmE194N96_1,1815.53209375,19.15625,6.242275953405994,
5kmE194N96_2,1797.85184375,19.784375,5.716173594586895,
5kmE194N96_3,1825.065787878788,19.275757575757577,6.066862284468664,
5kmE194N96_4,1816.4224375,19.36875,5.976719349322494,
5kmE194N97_1,1775.281090909091,20.036363636363635,6.164638682089552,
5kmE194N97_2,1790.9496764705882,19.62058823529412,6.224023888108108,
5kmE194N97_4,1764.1077272727273,19.813636363636363,6.5932227,
5kmE195N94_1,1776.089,20.36,5.78940346273292,
5kmE195N94_2,1779.1691999999998,20.37,6.42841373047619,
5kmE195N95_1,1784.500909090909,20.196969696969692,5.588143018801089,
5kmE195N95_2,1805.508181818182,20.04848484848485,5.779101270460704,
5kmE195N95_3,1783.6818484848486,20.096969696969698,6.395318588555858,
5kmE195N95_4,1786.8914545454545,20.045454545454547,5.973042370299728,
5kmE195N96_1,1811.9166363636364,19.506060606060608,5.974306945923913,
5kmE195N96_2,1797.849,18.827272727272724,6.20379389125683,
5kmE195N96_3,1791.27746875,19.765625,5.931050370731708,
5kmE195N96_4,1784.6011714285717,19.32,5.413614542663043,
5kmE195N97_1,1771.8941515151514,18.715151515151515,6.140288688108108,
5kmE195N97_2,1746.36296875,19.065625,6.172237303513513,
5kmE195N97_3,1775.039794117647,18.86176470588235,5.150454610626703,
5kmE195N97_4,1766.1275757575756,19.07878787878788,4.735444793513514,
5kmE195N98_1,1731.4371666666666,19.933333333333334,5.265423486324786,
5kmE195N98_2,1763.29003125,19.484375,5.371928525745258,
5kmE195N98_3,1747.0336470588236,19.905882352941177,5.4601890005617975,
5kmE196N100_1,1754.4966499999998,19.85,5.6538278504854365,
